company_num,Organization Name,Industry Groups,Industry_Index
17459,Smartfield,Agriculture and Farming,2
17462,Liquidity Services,Commerce and Shopping,6
17466,Union Pacific Corporation,Information Technology,22
17467,TruckX Inc,Internet Services,23
17468,Competitive Technologies,Professional Services,31
17472,EXCHAIN,Data and Analytics,11
17473,Lula,Internet Services,23
17474,RHM Technology,Other,29
17476,AIReS,Professional Services,31
17478,NG1Technologies,Manufacturing,24
17480,Texas Health Craig Ranch Surgery Centeranch Surgery Center,Health Care,21
17483,Red Stag Fulfillment,Commerce and Shopping,6
17498,ManufactOn,Other,29
17506,Costco Wholesale,Commerce and Shopping,6
17513,ArrowStream,Professional Services,31
17517,Echo Global Logistics,Professional Services,31
17525,Guardian EMS Products,Health Care,21
17529,Progressive Insurance,Information Technology,22
17532,Precoro Inc.,Software,35
17535,Demand Solutions,Software,35
17536,TX Holdings,Natural Resources,27
17537,Innotrac,Commerce and Shopping,6
17540,Parts Town,Food and Beverage,17
17541,Voyage Control,Software,35
17545,Yankee Alliance,Health Care,21
17548,SwanLeap,Other,29
17549,U-Haul,Other,29
17551,Logisticare,Health Care,21
17558,"FreightHub, Inc.",Commerce and Shopping,6
17562,Owens & Minor,Health Care,21
17573,Netstock,Software,35
17574,BellyMoms Maternity Inc,Manufacturing,24
17577,Pilot Freight Services,Other,29
17579,North American Corporation,Administrative Services,0
17583,GetLoaded.com,Commerce and Shopping,6
17588,Obamastove,Manufacturing,24
17594,Limeloop,Administrative Services,0
17602,Ruby Has Fulfillment,Administrative Services,0
17604,ShipEngine,Commerce and Shopping,6
17606,Interfor,Manufacturing,24
17607,MoLo Solutions,Administrative Services,0
17612,Steel Connect,Software,35
17620,ABC Supply,Real Estate,32
17624,Winmore,Software,35
17628,Schneider National,Other,29
17637,Golden Gate Ferry,Transportation,38
17648,Fillogic,Commerce and Shopping,6
17649,TMW Systems,Software,35
17651,MileZero,Commerce and Shopping,6
17654,Mission Critical Delivery Solutions,Administrative Services,0
17660,Links Global,Financial Services,16
17667,AMS Fulfillment,Other,29
17668,Unishippers Global Logistics,Other,29
17669,JASCI,Software,35
17677,All About Water,Other,29
17680,Always Ready Cleaning,Administrative Services,0
17681,Amayesing Cleaning Service,Administrative Services,0
17683,Applied Silver,Clothing and Apparel,5
17688,Boomerang NYC,Clothing and Apparel,5
17692,Califone International,Administrative Services,0
17694,Capital City Commercial Cleaning,Other,29
17696,CLEAN CORP JANITORIAL,Other,29
17698,Commercial Laundries,Clothing and Apparel,5
17700,Compassmax,Clothing and Apparel,5
17702,"Crest Cleaners Alexandria, VA",Clothing and Apparel,5
17716,Edmar Cleaning Corp.,Administrative Services,0
17717,Elite Pro Home Cleaning,Administrative Services,0
17720,EVI Industries,Clothing and Apparel,5
17721,Fairy,Administrative Services,0
17723,Fazio Cleaners,Clothing and Apparel,5
17724,Firbimatic,Clothing and Apparel,5
17734,GreenStreets Cleaners,Clothing and Apparel,5
17737,Hof Service,Clothing and Apparel,5
17739,ILSA Machines Corporation (Columbia Dry),Clothing and Apparel,5
17741,Indiana Restoration and Cleaning Services,Other,29
17743,ITU AbsorbTech,Clothing and Apparel,5
17744,J's Tailor & Cleaners,Clothing and Apparel,5
17745,Jan Pro Cleaning Systems,Other,29
17746,Johnson Service Group,Clothing and Apparel,5
17749,Kash Dry Cleaning,Clothing and Apparel,5
17756,Linen King,Clothing and Apparel,5
17758,Luxer One,Administrative Services,0
17759,Lynx Franchising,Administrative Services,0
17762,Maid in Heaven,Administrative Services,0
17766,Maid Sailors,Administrative Services,0
17768,Marathon Laundry Machines,Clothing and Apparel,5
17779,North Star Building Maintenance,Professional Services,31
17780,NSS Enterprises,Manufacturing,24
17795,Run My Errands,Clothing and Apparel,5
17800,SPOT Business Systems,Clothing and Apparel,5
17801,Spotless Clean by Peter,Administrative Services,0
17805,Takl,Administrative Services,0
17809,The Pipe Surgeon,Other,29
17813,Thunderbolt Carpet Cleaning,Other,29
17818,Universal Protection Service,Privacy and Security,30
17820,USA Detergents,Clothing and Apparel,5
17821,USA EXTENDED STAYS,Administrative Services,0
17822,Vizo,Clothing and Apparel,5
17827,Western State Design,Clothing and Apparel,5
17828,Worldwide Laundry,Clothing and Apparel,5
18001,Aqua America,Other,29
18068,Loop Support,Other,29
18167,OnPoint Warranty Solutions,Other,29
18227,Lakeshore,Other,29
18245,The Results Companies,Other,29
18280,Hively,Other,29
18290,Lovin' Spoonfuls,Other,29
18295,Hippodrome Services Group,Other,29
18336,Push Innovation Live,Other,29
18342,BILLSHARK,Other,29
18368,J.C. Jacobs Plumbing,Other,29
18398,Shopper Approved,Other,29
18399,Stay Clean Power Washing,Other,29
18403,Mechanical Solutions,Other,29
18419,LeanStack Inc,Other,29
18461,APAC Customer Services,Other,29
18505,EZShield,Other,29
18521,Expovision,Other,29
18532,Vail Systems,Other,29
18547,CustomerThink,Other,29
18553,Elan Home Systems,Other,29
18571,"Flype, Inc.",Other,29
18584,CoventBridge Group,Other,29
18592,PuroClean Mitigation Services,Other,29
18593,ASI Food Safety,Other,29
18603,CleanWell,Other,29
18611,Aactron,Other,29
18616,ClearSource,Other,29
18632,MaidPro,Other,29
18650,Heels.com,Other,29
18651,MI-BOX,Other,29
18653,Support Llama,Other,29
18656,Callzilla,Other,29
18659,Daksh eServices,Other,29
18666,CEMOSoft,Other,29
18671,Alpine Access,Other,29
18689,J-Curve Technologies,Other,29
18702,Potelco,Other,29
18717,WarrenCo Construction & Paving,Other,29
18720,DFTBA Records,Other,29
18727,The AIRE Group,Other,29
18728,Bevo POS,Other,29
18729,Maid Brigade,Other,29
18732,Deutsche Beverage,Other,29
18747,Aleut Management Services,Other,29
18748,Enlighta,Other,29
18757,Polara,Other,29
18768,Horvath Communications,Other,29
18790,Creare,Other,29
18797,USF Corporation,Other,29
18803,ACD DIRECT,Other,29
18812,Securly,Education,13
18816,Northpass,Education,13
18826,Openmind,Education,13
18829,EdSights,Education,13
18840,StormWind Studios,Education,13
18843,Atentiv,Education,13
18844,Trust Assurance Network,Education,13
18857,PowerSchool,Education,13
18860,Girls Who Code,Education,13
18862,edX,Education,13
18866,Rethink Education,Education,13
18871,The American Academy,Education,13
18874,Ruzuku,Education,13
18876,Outlearn,Education,13
18885,Interactive Achievement,Education,13
18887,AKALA,Education,13
18893,Amplify Education,Education,13
18894,Oja.la,Education,13
18901,Denver Public Schools,Education,13
18908,EVALS.NET,Education,13
18913,Youthful Savings,Education,13
18914,Jefferson Education Accelerator,Education,13
18917,Intercultural Development Research Association,Education,13
18920,TutorUp!,Education,13
18922,Sutori,Education,13
18929,InStride,Education,13
18930,Joy School,Education,13
18932,EDUonGo,Education,13
18935,Please Touch Museum,Education,13
18936,Apollidon,Education,13
18937,Illuminate Education,Education,13
18938,Emmersion,Education,13
18951,Lexia Learning Systems,Education,13
18955,noplag.com,Education,13
18957,Sokikom,Education,13
18958,HSTRY,Education,13
18960,Tyngu,Education,13
18962,Discovery Education,Education,13
18964,Three Ring,Education,13
18965,"The Scholars Club, Inc.",Education,13
18966,MathChat,Education,13
18969,Programmr,Education,13
18972,Imagine Learning,Education,13
18973,HeyTutor,Education,13
18977,SmartOn Learning,Education,13
18978,Tablo,Education,13
18985,Carnegie Mellon CyLab,Education,13
18986,Job Corps,Education,13
18987,NEO LMS,Education,13
18990,Nectir,Education,13
18992,the Roadmap,Education,13
18994,Jefferson Education Exchange,Education,13
18999,OpenStudy,Education,13
19001,Inspirit,Education,13
19002,"iSpring Solutions, Inc",Education,13
19003,sonarDesign,Education,13
19005,LearnNets - Social Learning Networks,Education,13
19007,EdCaliber,Education,13
19009,Whetstone Education,Education,13
19010,Boom Learning,Education,13
19012,CommuniKids,Education,13
19013,ClassMax,Education,13
19021,City Speakeasy,Education,13
19023,Decision Science Labs,Education,13
19026,SimpleK12,Education,13
19027,PrepFlash,Education,13
19030,Lazel Inc,Education,13
19031,DevGo,Education,13
19033,Tutor.com,Education,13
19034,New Futuro,Education,13
19035,Inteo,Education,13
19037,Albert.io,Education,13
19048,Victory Productions,Education,13
19050,Adtalem Global Education,Education,13
19057,Naviance,Education,13
19060,MIT CSHub,Education,13
19062,Technolutions,Education,13
19064,Appsembler,Education,13
19066,Optimal,Education,13
19069,ArborBridge,Education,13
19070,PAPERbasket,Education,13
19073,Pragmatic Leaders,Education,13
19075,Coursicle,Education,13
19080,CayMay Education,Education,13
19083,Bongo,Education,13
19084,Emotional ABCs,Education,13
19085,"Catapult Learning, Inc.",Education,13
19087,Education Dream,Education,13
19089,Avela Education,Education,13
19090,School District 1j Multnomah County Oregon,Education,13
19095,Learning Hyperdrive Inc.,Education,13
19098,ALEKS Corporation,Education,13
19100,Mentoring Minds,Education,13
19102,Motivis Learning,Education,13
19103,Trivantis Corporation,Education,13
19107,uCertify,Education,13
19109,The Gradient Boost,Education,13
19113,Aeries Software,Education,13
19114,StrongMind,Education,13
19115,Atomic Learning,Education,13
19124,Knowledge Nation Inc.,Education,13
19126,VentureHire,Education,13
19131,GameDesk,Education,13
19137,Lingt,Education,13
19139,Get Me A Course (A leading brand from EdSanta Education),Education,13
19140,FlatWorld,Education,13
19141,Afficient Academy,Education,13
19145,The IQ Collective,Education,13
19146,CareerVillage,Education,13
19148,KEV Group,Education,13
19149,Worship Arts Conservatory,Education,13
19150,Planbook,Education,13
19154,DevMountain,Education,13
19158,Amerigo Education,Education,13
19159,Let's Collab,Education,13
19160,Skritter,Education,13
19161,Nobi,Education,13
19166,Fuel Education,Education,13
19167,Student Advantage,Education,13
19168,Sapling Learning,Education,13
19171,Admission24,Education,13
19172,Own The Room,Education,13
19173,Nerdies,Education,13
19177,App Success,Education,13
19178,Harvard Innovation Labs,Education,13
19180,Matrix LMS,Education,13
19182,Chesscademy,Education,13
19184,Tecille India,Education,13
19185,DeansList,Education,13
19192,Programming Hero: Coding just got fun,Education,13
19194,Belouga,Education,13
19200,"Center for Applied Research, Evaluation, and Education, Inc.",Education,13
19202,Firecracker,Education,13
19203,Credentials Solutions,Education,13
19204,"Haiku Learning, Inc.",Education,13
19213,Vito Technology,Education,13
19217,"Learning Sciences International, LLC",Education,13
19228,Presidium Learning,Education,13
19236,Purpose Prep,Education,13
19239,TechChange,Education,13
19240,SmartPass,Education,13
19245,Critical Links,Education,13
19246,AcceptU,Education,13
19254,Solution Tree,Education,13
19255,Eleutian Technology,Education,13
19262,SchoolBoogy Corporation,Education,13
19263,American Reading Company,Education,13
19267,iCreate,Education,13
19268,StudyPoint,Education,13
19271,BlocksCAD,Education,13
19272,Dev Bootcamp,Education,13
19273,Unicycle,Education,13
19275,Surgent Professional Education,Education,13
19277,SmarterServices,Education,13
19279,VideoNot.es,Education,13
19281,Edvance360,Education,13
19283,Illumeo,Education,13
19288,Boca Code,Education,13
19290,Sage Corps,Education,13
19292,Trainerkart Americas INC,Education,13
19296,Altius Education,Education,13
19299,Ucodemy,Education,13
19300,ExamFX,Education,13
19302,Campus Suite,Education,13
19305,ClassesUSA.com,Education,13
19307,Centric HERO Learning System,Education,13
19308,SmartClass,Education,13
19313,Acellus Corporation,Education,13
19315,IBL Education,Education,13
19316,Nuro Learning LLC dba Nuro Retention,Education,13
19317,L Street Collaborative,Education,13
19318,Peerceptiv,Education,13
19319,Learning Objects,Education,13
19321,Fourier Education,Education,13
19324,Custom Learning Designs (CLD),Education,13
19327,Skillset.com,Education,13
19331,OnlineDegree.com,Education,13
19332,"SCRUMstudy.com (A leading brand from VMEdu, Inc.)",Education,13
19339,TURQUOISE HIBISCUS INCORPORATION,Education,13
19340,Generation Ready,Education,13
19342,Educere LLC,Education,13
19344,Homework Lab,Education,13
19345,Questia Media,Education,13
19347,CourseAdvisor,Education,13
19348,StatFuse,Education,13
19349,"Classroom, Inc.",Education,13
19350,Nightingale College,Education,13
19353,LIFFFT,Education,13
19354,CoreSpring,Education,13
19355,Travitor,Education,13
19359,Smartpros,Education,13
19360,Stroll,Education,13
19361,Kedemos Education,Education,13
19368,Mojo Learning,Education,13
19370,Summit Learning,Education,13
19371,LectureTools,Education,13
19376,Creatrix Campus,Education,13
19378,Code Naturally,Education,13
19380,SchoolSpeak,Education,13
19383,Lerna,Education,13
19385,Chicago Tech Academy,Education,13
19387,EF Englishtown,Education,13
19389,IndiPro,Education,13
19392,rmotr.com,Education,13
19393,Trading Advantage,Education,13
19396,Pansophic Learning,Education,13
19397,PIRON Corporation,Education,13
19402,Declare,Education,13
19406,Ninja Tropic,Education,13
19409,WriteSteps,Education,13
19412,Rippleeffects,Education,13
19413,Bookcademy,Education,13
19415,Brain Chase,Education,13
19418,Compliance Online,Education,13
19421,Edupath,Education,13
19423,Fluencia,Education,13
19425,OrgSync,Education,13
19432,Xuele,Education,13
19434,Academic Room,Education,13
19441,OnHand Schools,Education,13
19450,"Blending Education, LLC",Education,13
19460,Difference Engine,Education,13
19463,Life Coach Spotter,Education,13
19466,Wimba,Education,13
19881,RAIN,Advertising,1
19895,Habu,Sales and Marketing,33
19903,Integrity Marketing Group,Advertising,1
19904,New Engen,Commerce and Shopping,6
19921,ChoiceStream,Advertising,1
19925,Peer39,Advertising,1
19938,Fixel,Advertising,1
19964,R2integrated,Advertising,1
19974,CGWORLDWIDE ADVERTISEMENT LLC,Advertising,1
19990,Done Marketing,Sales and Marketing,33
19995,You Don't Need A CMO,Professional Services,31
20025,Humming,Advertising,1
20028,Digitability,Information Technology,22
20029,HotSauce.,Community and Lifestyle,7
20035,L37 Creative,Media and Entertainment,25
20038,Wordego,Advertising,1
20041,Alpine Media Technology,Information Technology,22
20046,PR 20/20,Advertising,1
20048,FanKave,Internet Services,23
20053,OneThing,Internet Services,23
20068,SOCIAL BOND LLC,Advertising,1
20091,Glassnetic,Other,29
20117,DearDoc,Health Care,21
20126,Mirum,Advertising,1
20134,Directable Inc,Internet Services,23
20135,DDB Worldwide,Advertising,1
20140,GetFans.io,Advertising,1
20141,800 Digital Agency,Advertising,1
20144,CRISPx,Design,12
20157,Victorious SEO,Internet Services,23
20163,Phonexa,Advertising,1
20166,Glimpse Media,Advertising,1
20175,Structured Social,Commerce and Shopping,6
20177,FishingLicense.us,Sales and Marketing,33
20185,Cleverly | #1 LinkedIn Lead Generation Agency,Sales and Marketing,33
20190,Referral Rock,Sales and Marketing,33
20195,VaynerX,Media and Entertainment,25
20196,Rovamedia,Advertising,1
20201,Creadits,Advertising,1
20213,B.N.I.,Data and Analytics,11
20225,Chameleon Collective,Professional Services,31
20236,Affiliati Network,Advertising,1
20242,Intellemo,Advertising,1
20246,The Barbarian Group,Advertising,1
20250,NotifyVisitors,Sales and Marketing,33
20251,PostPact,Advertising,1
20252,gamiphy,Gaming,18
20256,SMC Digital Marketing,Professional Services,31
20258,ReviveHealth,Health Care,21
20263,White Shark Media,Advertising,1
20269,Producers Market,Agriculture and Farming,2
20273,AN Global,Sales and Marketing,33
20275,Division D,Advertising,1
20276,"Mistress Creative, LLC",Advertising,1
20287,January Digital,Professional Services,31
20293,VSBLTY,Advertising,1
20305,Relevate,Information Technology,22
20315,Span Global Services,Other,29
20317,PostUp,Advertising,1
20329,Iron Horse,Advertising,1
20331,Wire Stone,Advertising,1
20333,Rallio,Advertising,1
20346,Mission North,Advertising,1
20350,24/7 Media,Advertising,1
20352,Business Online,Internet Services,23
20354,Hanapin Marketing,Advertising,1
20359,Arcane Marketing,Advertising,1
20376,Tribal DDB Worldwide,Advertising,1
20377,wongsang Worldwide,Advertising,1
20387,Conversion Logix,Advertising,1
20407,Amplio Digital,Advertising,1
20408,iPR Software,Sales and Marketing,33
20421,N2 Logics,Commerce and Shopping,6
20423,Joystick Interactive,Internet Services,23
20427,Boston Digital,Advertising,1
20428,M8,Advertising,1
20436,"B3 Alliance, Inc.",Professional Services,31
20441,Story Worldwide,Advertising,1
20448,US Sweepstakes & Fulfillment Co.,Advertising,1
20460,Interactive Offers,Advertising,1
20462,XOMAD,Advertising,1
20465,CALIFORNIA SEO COMPANY,Advertising,1
20466,The AroundCampus Group,Advertising,1
20467,Two Octobers,Advertising,1
20470,Worldcolor,Manufacturing,24
20473,Venntive,Sales and Marketing,33
20478,Highstoke Media,Advertising,1
20479,Reth XYZ,Media and Entertainment,25
20489,Liquid Social,Media and Entertainment,25
20493,Stackmatix,Advertising,1
20494,Why Unified,Sales and Marketing,33
20504,Savely,Financial Services,16
20506,Nazeq.com,Data and Analytics,11
20508,Mod Op,Advertising,1
20519,Bluetent,Advertising,1
20526,Camp & King,Advertising,1
20528,Pigzilla,Internet Services,23
20530,SQWAD Sports,Sales and Marketing,33
20532,KPS3,Advertising,1
20534,DataMyth,Sales and Marketing,33
20538,Activatr,Advertising,1
20539,Group SJR,Advertising,1
20545,Krill Technologies,Other,29
20546,mowMedia,Advertising,1
20553,ThoughtMetric,Commerce and Shopping,6
20558,Linkio,Internet Services,23
20559,The Weird Company,Commerce and Shopping,6
20560,Michigan.com,Professional Services,31
20568,Boomity,Internet Services,23
20571,Exclusive PR Solutions,Media and Entertainment,25
20574,ShopHer Media,Advertising,1
20578,AdToro,Advertising,1
20592,Idea Grove,Other,29
20596,StrikeWorks Media,Advertising,1
20601,PR Hacker,Information Technology,22
20606,Attrock,Advertising,1
20607,Digital Access,Advertising,1
20609,influencers@,Professional Services,31
20614,Audience.co,Sales and Marketing,33
20617,Gloss Media,Advertising,1
20621,Marketplace Strategy,Advertising,1
20624,20:20,Advertising,1
20626,ML2 Solutions,Advertising,1
20637,Radcliffe & Co.,Advertising,1
20641,Zora Digital,Advertising,1
20648,Northcutt,Internet Services,23
20650,Agency Jet,Internet Services,23
20652,AT&T Interactive,Advertising,1
20654,Wheelhouse Digital Marketing Group,Data and Analytics,11
20661,Bonfire Marketing,Advertising,1
20664,Flowhance,Sales and Marketing,33
20673,Indirap Productions,Media and Entertainment,25
20676,Bright Vessel,Sales and Marketing,33
20681,Booyah Advertising,Advertising,1
20684,Elite Start,Advertising,1
20693,Cardwell Beach,Advertising,1
20703,Publiq Group Inc,Professional Services,31
20705,"BizTraffic, LLC",Internet Services,23
20707,Digital Success,Advertising,1
20715,Convert IT Marketing,Advertising,1
20721,Naka LLC,Sales and Marketing,33
20724,WorkRamp,Education,13
20736,Emtrain,Education,13
20742,Learn In,Education,13
20745,Sparx,Education,13
20752,Beable,Education,13
20756,TeleTeachers,Education,13
20758,Next U,Education,13
20764,Generation Genius,Education,13
20772,HelloGuru,Education,13
20776,Jhana,Education,13
20778,Domestika,Education,13
20782,Pathstream,Education,13
20787,Kynectiv,Education,13
20792,Jigsaw,Education,13
20796,Marco Learning,Education,13
20798,Ronin Labs,Education,13
20799,Radiate Inc.,Education,13
20806,Turnitin,Education,13
20810,Freedom Learning Group,Education,13
20822,Nardagani Reading Program,Education,13
20828,WAGmob,Education,13
20832,Investools,Education,13
20833,Purposely,Education,13
20834,ReadWorks,Education,13
20835,Rocketlit,Education,13
20840,Learning Explorer,Education,13
20842,Late Nite Labs,Education,13
20843,Muzzy Lane Software,Education,13
20844,The University of Illinois at Chicago’s College of Liberal Arts and Sciences,Education,13
20845,Lingoland,Education,13
20849,LearnBIG,Education,13
20853,Proctor360,Education,13
20861,Tyootr,Education,13
20866,SketchyMedical,Education,13
20869,BASE Education,Education,13
20880,Foundations in Learning,Education,13
20884,Expert TA,Education,13
20886,Simor,Education,13
20887,Ngaged Software Inc,Education,13
20889,Career Step,Education,13
20892,Edgenuity,Education,13
20900,ClassLink,Education,13
20902,Axiom Education,Education,13
20903,TPC Training,Education,13
20910,Open LMS,Education,13
20914,ReadyRosie,Education,13
20918,Pentester Academy,Education,13
20922,SweetRush Inc.,Education,13
20924,FastBridge Learning,Education,13
20925,KnowFully,Education,13
20932,Aztec Software,Education,13
20938,Teach to One,Education,13
20942,STEMscopes by Accelerate Learning,Education,13
20944,Learning Games Studios,Education,13
20947,GreenFig,Education,13
20952,TeachScape,Education,13
20953,PlayPosit,Education,13
20954,Vocabulary,Education,13
20956,Red Nucleus,Education,13
20961,In the Know,Education,13
20962,BlueVolt,Education,13
20968,Lincoln Learning Solutions,Education,13
20972,Cognitive ToyBox,Education,13
20974,Voxy EnGen,Education,13
20983,Sophia Learning,Education,13
20988,Digital-Tutors,Education,13
20989,Barbri Bar Review,Education,13
20997,SchoolCity Inc.,Education,13
20999,Rustici Software,Education,13
21000,Zeal Learning,Education,13
21005,MindEdge,Education,13
21006,Proximity Learning,Education,13
21008,Data Society,Education,13
21013,ExploreLearning,Education,13
21017,EdCourage,Education,13
21018,Learn With Mochi,Education,13
21023,Paradigm Education Solutions,Education,13
21029,Asentia,Education,13
21030,Knowledge Anywhere Inc,Education,13
21037,Learn Fountain​,Education,13
21039,Coggno Inc,Education,13
21040,Tutorified.com,Education,13
21041,Vivid Learning Systems,Education,13
21047,Testing Mom,Education,13
21048,Brainfuse,Education,13
21050,Circletime,Education,13
21051,Archipelago Learning,Education,13
21057,ChildCare Education Institute,Education,13
21058,ePath Learning,Education,13
21059,Connections Education,Education,13
21062,Odysseyware,Education,13
21063,Inq-ITS,Education,13
21064,Activate Learning,Education,13
21065,Institute for Professional Care Education,Education,13
21068,Accord LMS,Education,13
21071,Maven Analytics,Education,13
21078,ViewCentral,Education,13
21079,Smarthinking Online Tutoring,Education,13
21081,TOPYX,Education,13
21092,ion Learning,Education,13
21095,iDoRecall,Education,13
21096,At Your Pace Online,Education,13
21098,Oji Life Lab,Education,13
21100,ScienceMedia,Education,13
21101,Residential Management Systems,Education,13
21102,Defined Learning,Education,13
21104,StudyHall,Education,13
21106,LINC,Education,13
21107,Science Interactive Group,Education,13
21108,Workbench Education,Education,13
21110,eAgeTutor,Education,13
21114,Intelitek,Education,13
21117,WealthFit,Education,13
21118,DiscoverLink,Education,13
21123,ALL In Learning,Education,13
21124,GRC Solutions,Education,13
21128,Insight Advance,Education,13
21129,SoftChalk,Education,13
21131,JHT Incorporated,Education,13
21133,Sunset Learning Institute,Education,13
21137,eLearning Innovation,Education,13
21139,Teaching Channel,Education,13
21140,Qalaxia,Education,13
21142,NextLearn,Education,13
21143,Student Success Agency,Education,13
21144,Monarch Media,Education,13
21145,Lesson Planet,Education,13
21150,Healthcare Academy,Education,13
21153,Big Brainz,Education,13
21155,weTHINK,Education,13
21158,WDHB,Education,13
21159,Edhesive,Education,13
21161,Pacific Technology Solutions,Education,13
21164,LTS Education Systems,Education,13
21166,ExamMatrix,Education,13
21167,CustomGuide,Education,13
21171,CPE Link,Education,13
21173,Optify,Education,13
21175,Alef Omega,Education,13
21176,JCA Solutions,Education,13
21177,Georgia Test Prep LLC,Education,13
21178,Total HIPAA Compliance,Education,13
21180,NetZealous LLC,Education,13
21185,MJ Hybrid Solutions,Education,13
21187,Mindset Digital,Education,13
21188,Medical Marijuana 411,Education,13
21189,Pointful Education,Education,13
21190,Curriculum Advantage,Education,13
21191,JobTestPrep,Education,13
21192,Advancement Courses,Education,13
21194,Redbird Advanced Learning,Education,13
21195,Cyber Trading University,Education,13
21197,eScience Labs,Education,13
21198,Digital Revolution,Education,13
21199,FlexTraining,Education,13
21200,Xcelerate Media,Education,13
21201,Script,Education,13
21203,Astute Technology,Education,13
21204,iCoachU,Education,13
21208,Zuni Learning Tree,Education,13
21211,Leanforward,Education,13
21217,Key Data Systems,Education,13
21219,Learning Heroes,Education,13
21220,CaseNEX,Education,13
21224,Purpleframe Technologies,Education,13
21226,Homeroom,Education,13
21232,FirstNet Learning,Education,13
21234,Books That Grow,Education,13
21236,Ascend Math,Education,13
21237,LSAT Freedom,Education,13
21241,Pace Learning Systems,Education,13
21243,Jackrabbit LX,Education,13
21246,Content Enablers,Education,13
21249,Assignment Help,Education,13
21250,Sandbox Learning,Education,13
21253,ClassTracks,Education,13
21254,Link-Systems Internationa (LSI),Education,13
21258,Certification Planner LLC,Education,13
21260,MathCloud,Education,13
21263,Accelerated Business Results,Education,13
21264,Infuse Learning,Education,13
21266,Association Success,Education,13
21267,Scenario Learning,Education,13
21269,EvoText,Education,13
21270,LearnSmart,Education,13
21271,Waggle Practice,Education,13
21273,e-Work.com,Education,13
21274,NewKnowledge United,Education,13
21276,Penda,Education,13
21279,Capit Learning,Education,13
21281,TeacherVision,Education,13
21282,OnlineU,Education,13
21284,"ProcessModel, Inc",Education,13
21285,Peblio,Education,13
21288,ProjectEd,Education,13
21289,Pacific Metrics,Education,13
21291,Capital Education Group,Education,13
21293,Darwin Global,Education,13
21294,Mt. Cleverest,Education,13
21298,Renzulli Learning,Education,13
21300,eSyncTraining,Education,13
21301,Whitewater Learning,Education,13
21305,EZ LCMS,Education,13
21308,Paltech,Education,13
21312,Tried & True Tutoring,Education,13
21315,Ideaphora,Education,13
21316,"SKO Learning, LLC",Education,13
21317,TutaPoint.com,Education,13
21318,TLG Learning,Education,13
21322,StartupBros,Education,13
21324,Ignite! Learning,Education,13
21325,HackerPack,Education,13
21326,21skillz,Education,13
21328,Women Who Drone,Education,13
21331,VersityU,Education,13
21334,Go_Native,Education,13
21335,JIM Enterprises,Education,13
21336,MaxIT Corporation,Education,13
21337,Project Pals,Education,13
21340,Eduprise,Education,13
21341,LessonLab,Education,13
21343,Funds For Learning,Education,13
21347,WAY2CAREER,Education,13
21348,Cogent Education,Education,13
21349,Media 1,Education,13
21350,Enspark,Education,13
21351,e-IEP PRO,Education,13
21353,Distance CME,Education,13
21354,Computer Training & Consulting (CTC),Education,13
21355,TriviaNote,Education,13
21356,Eduplanet21,Education,13
21364,Bedestrian,Administrative Services,0
21388,Deliverlogic,Administrative Services,0
21526,Company,Internet Services,23
21536,Parler,Internet Services,23
21541,Digg,Internet Services,23
21542,Homeis,Community and Lifestyle,7
21543,Built Oregon,Internet Services,23
21548,UrbanSitter,Health Care,21
21557,Adventurely,Internet Services,23
21561,Fatherly,Internet Services,23
21573,Plato,Internet Services,23
21580,Mixbook,Commerce and Shopping,6
21590,Professional Diversity Network,Community and Lifestyle,7
21598,Hot Mic,Internet Services,23
21614,TraDove,Information Technology,22
21630,Tuli Technologies,Commerce and Shopping,6
21638,Ryu Games,Gaming,18
21651,Little Black Bag,Commerce and Shopping,6
21658,Shocase,Internet Services,23
21670,LikeRE,Internet Services,23
21672,"Linkagoal, Inc.",Community and Lifestyle,7
21700,Upfront Media Group,Internet Services,23
21706,YourSports,Internet Services,23
21707,Gamerized,Information Technology,22
21711,HePays Sugardaddy Site,Community and Lifestyle,7
21713,Ness Computing,Food and Beverage,17
21718,Figment,Internet Services,23
21720,Vizify,Internet Services,23
21721,Allo,Community and Lifestyle,7
21722,Next Glass,Food and Beverage,17
21731,Tribe,Internet Services,23
21735,HubHuman,Internet Services,23
21736,Bearch,Internet Services,23
21744,MMM,Internet Services,23
21753,hi5,Internet Services,23
21756,Ionos Networks,Information Technology,22
21759,Lascaux Co.,Internet Services,23
21768,"FutbolConnect, Inc.",Internet Services,23
21771,Veryones,Community and Lifestyle,7
21778,StoryPress,Internet Services,23
21790,Cookapp,Food and Beverage,17
21792,HeTexted Inc,Internet Services,23
21793,theVOIZapp,Internet Services,23
21798,WILLDO,Internet Services,23
21809,MySupport,Health Care,21
21811,Relationship Hero,Community and Lifestyle,7
21812,eHarmony,Community and Lifestyle,7
21816,LGBTQutie.com,Community and Lifestyle,7
21820,Anastasia Date,Community and Lifestyle,7
21823,NEURS,Community and Lifestyle,7
21848,Snoox,Internet Services,23
21850,SellSwipe,Internet Services,23
21851,Human's Best Friend,Community and Lifestyle,7
21853,Kidlandia,Community and Lifestyle,7
21860,Trace3,Information Technology,22
21862,Conduit,Internet Services,23
21870,CafeMom,Community and Lifestyle,7
21871,Beyond Gaming,Gaming,18
21872,Cnekt,Internet Services,23
21893,1Mind,Internet Services,23
21895,Susty Party,Community and Lifestyle,7
21896,Nvstr,Financial Services,16
21902,Diaspora,Internet Services,23
