Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
Zenler,https://www.crunchbase.com/organization/zenler,http://www.zenler.com,"Education, Software","Education, Software",Zenler is an e-learning company that develops tools for creating and managing high-end interactive educational content.,"Zenler focuses on providing innovative tools for creating and managing high-end interactive eLearning Content with great ease. Zenler Studio transforms PowerPoint to an Interactive Flash eLearning Course Designer. Zenler Online lets user deliver, manage and track thier training program with great ease. Zenler Studio and Zenler Online combined gives unprecedented power to the users.",,,http://twitter.com/ZenlerTeam,http://www.facebook.com/pages/Zenler/125904434144940
zen.digital,https://www.crunchbase.com/organization/zen-digital,http://zen.digital,"Mobile Apps, Software, Training, Web Apps","Apps, Education, Mobile, Software",zen.digital is a software engineering firm focused on technology and design.,"zen.digital is a Full-Stack JavaScript Development & Consulting Firm based in SoHo, New York. We believe in the fusion of technology and design to create the finest interactive experiences. We work with Fortune 500 organizations, start-ups, nonprofits, and artists to create exceptional digital experiences. Our management team has 20 years of experience with web and internet technologies, and our computer scientists are experts in the latest web technologies and languages with an emphasis on Lean, Agile, test-driven development. The state-of-the-art technologies we employ include AngularJS, NodeJS as well as the Ionic Framework for mobile development. We share our experience and expertise by supporting the Open Source community and sponsoring the AngularJS-NYC Meetup, which takes place at Google’s New York City headquarters.",https://www.linkedin.com/company/zen-digital,,https://twitter.com/zendigital,https://www.facebook.com/zendigital
ZeeMee,https://www.crunchbase.com/organization/zeemee,https://www.zeemee.com,"Apps, Education, Internet","Apps, Education, Internet Services, Software",Fastest growing social community for students connecting before reaching college.,"ZeeMee is a free platform for students to bring their college applications to life. With over 1 billion photos shared on Snapchat daily, Generation Z resonates deeply with ZeeMee, as it allows them to tell their whole story and express themselves completely in the application process. Core to ZeeMee’s mission is the desire to enable greater access and equity for students around the globe in the college application process and facilitate a medium via which students and colleges can connect professionally.   In order to achieve our mission, we offer ZeeMee as a free platform to all students around the world. ZeeMee allows students, regardless of their socioeconomic status, to express themselves in ways traditional applications often fail. As a result, we have been well received in school districts across the country and by universities that are committed to holistic review and access for all. We are excited to partner with schools across the U.S. that deeply value each student’s unique story and desire to bolster equity and access for all. While helping students showcase their passions, ZeeMee works closely with colleges for free to help them connect with Gen Z in fresh, innovative ways, improving recruitment, selection and retention.",https://www.linkedin.com/company/zeemee-inc-,,https://twitter.com/zeemeeapp,https://www.facebook.com/zeemeeapp
Zeal Learning,https://www.crunchbase.com/organization/zeal-learning,http://www.zeal.com,"E-Learning, Education, Tutoring","Education, Software",Online math tutoring for the other 99%,"They designed Zeal for the busiest people on Earth - teachers! They’ve invested years into understanding the Common Core, Smarter Balanced and PARCC and created an assessment bank of 10,000 questions which align with the standards and end of year tests. Their adaptive assessment tests each Common Core skill and traces back through its pre-skills to give you as much information as possible about what each student understands every single day. They save you planning time by helping you focus on the places that your students need you most.",,,https://twitter.com/gotzeal,https://www.facebook.com/ZealLearning
Zaption,https://www.crunchbase.com/organization/zaption,http://www.zaption.com/,"EdTech, Education, Training, Video","Education, Media and Entertainment, Software, Video",Zaption’s publishing platform turns passive video into active learning experiences.,"Zaption’s publishing platform turns passive video into active learning experiences. Teachers, trainers, and students at all levels use Zaption’s intuitive authoring tools to build their own interactive video lessons by quickly adding images, text, quiz questions, and discussions to existing videos from YouTube, Vimeo, and private video libraries. These interactive “learning tours” are privately shared via a simple link or embedded in any learning management system. Zaption’s award-winning Tour Analytics track all learner activity so teachers get immediate, actionable data to improve instruction and personalize learning. Zaption works in all major browsers and has a native app for iPhones and iPads.",http://www.linkedin.com/company/3515510,,http://twitter.com/zaption,http://www.facebook.com/Zaption
Zappos Insights,https://www.crunchbase.com/organization/zappos-insights,http://www.zapposinsights.com/,"Business Development, Human Resources, Information Technology, Internet, Retail, Shopping, Software, Training","Administrative Services, Commerce and Shopping, Education, Information Technology, Internet Services, Professional Services, Software",Zappos Insights is a department within the Zappos Family of Companies created simply to help share the Zappos Culture with the world.,"Zappos Insights is a department within the Zappos Family of Companies created simply to help share the Zappos Culture with the world. Yep, that means YOU!  We are humbled by the attention Zappos has received and all the questions we get about our unique culture and business. We hope to see a day when all organizations realize they can have a successful and profitable business where their employees love coming to work, are happy and engaged, and whose customers are raving fans. We're happy to share how we created our core values, built our culture, and run our business based on them because we believe any workplace can benefit from identifying and/or strengthening their own culture and core values.",https://www.linkedin.com/groups?gid=6696919&mostPopular=&trk=tyah&trkInfo=clickedVertical%3Agroup%2CclickedEntityId%3A6696919%2Cidx%3A1-1-1%2CtarId%3A1443360523441%2Ctas%3AZappos%20Insights,,https://twitter.com/ZapposInsights?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/zapposinsights
Zapoint,https://www.crunchbase.com/organization/zapoint,http://www.zapoint.com,"Consulting, Education, Software","Education, Professional Services, Software",Zapoint develops a career planning and learning technology to help companies build partnerships between their employees and HR department.,"Founded in March 2007, Zapoint develops career management software that lets companies build more effective partnerships between HR and employees. Headquartered in Somerville, MA, Zapoint helps organizations engage, retain and develop their workforce, to sustain their competitive advantage. Across the world, employees use Zapoint to manage their career from both inside and outside their company.",https://www.linkedin.com/company/zapoint-inc,,http://twitter.com/Zapointer,http://www.facebook.com/pages/Zapoint-Inc/95883941980
Zane Prep,https://www.crunchbase.com/organization/zane-prep,http://www.zaniaclearning.com,"EdTech, Education, Point of Sale, Retail, STEM Education","Commerce and Shopping, Education, Science and Engineering, Software",K-8 After-School Programs & Camps Focused on STEM Enrichment,"Zane Prep, which operates and franchises Zaniac retail learning centers throughout the US, was formed to engage K-8 students around the world in supplemental science, technology, engineering and math (STEM) education, giving them the skills and motivation they need to create a better future. Zane Prep's Zaniac retail learning centers provide real education in a fun environment that kids enjoy, nurturing their love of math and technology. The company's Zane Math platform helps instructors guide students through a customized, rigorous 12-level elementary math curriculum that enriches their understanding of fundamental math concepts used in STEM fields. For more information about Zaniac franchising, visit www.zaniaclearning.com/ownazaniac",https://www.linkedin.com/company/zaniac,,http://twitter.com/zaniaclearning,https://www.facebook.com/zaniaclearning
Zana,https://www.crunchbase.com/organization/zana,http://zana.io/,"Communities, E-Learning, Education","Community and Lifestyle, Education, Software",Business education for the entrepreneurial age,"Our platform provides free access to the resources, experts, and community you need to grow—no matter where or who you are.",http://www.linkedin.com/company/zana,,http://twitter.com/zanadotio,http://www.facebook.com/zanadotio
Zamenhof.net,https://www.crunchbase.com/organization/zamenhof-net,http://zamenhof.net,"E-Commerce, EdTech, Education, Internet, Language Learning","Commerce and Shopping, Education, Internet Services, Software",White-label online language tutoring service (B2B). We help B&M language schools to be online.,"Zamenhof is a white label online language tutoring service. With the Zamenhof's teachers, any language school can create an online version of their service under their own brand name.",,,https://twitter.com/Zamenhofnet,https://www.facebook.com/zamenhof.net
ZaCo Technologies,https://www.crunchbase.com/organization/zaco-technologies,https://zaco.tech,"Education, Software, Ticketing","Education, Events, Media and Entertainment, Software",Bringing new ideas to life for the world of performing arts and live events.,"ZaCo was founded in February, 2015 when our flagship company, Ludus, began accelerating in growth. Ludus started as a side project for a high school theatre in Michigan and eventually developed into a product any performing arts program could use for free. The mission was simple: create a new ticket sales company that was focused solely on school performing arts programs and wasn't outdated like the competition. Ludus is now used by over 100 performing arts programs and has processed over a $1,000,000 in ticket sales.  ZaCo has also been involved with building Easy Reach Solutions, a new company with the focus on managing event facilities, work orders, and PR. Easy Reach offers easy-to-use web-based software with an advanced backend that resolves scheduling conflicts and makes life easier for everyone involved. Overall, we believe music, theatre, dance, and any other form of live art that brings people together is extremely powerful. Therefore, ZaCo's mission is to bring new ideas to life for the world of performing arts and live events.",,,,
zaahah,https://www.crunchbase.com/organization/zaahah,http://zaahah.com/,"Collaboration, EdTech, Education, Social Media","Education, Internet Services, Media and Entertainment, Other, Software","zaahah is a K-12 platform designed to build community, manage extracurricular activities and enable safe online discovery.","Zaahah is the first solution designed to spur student, parent and alumni involvement: reducing online predators and cyberbullying.  We accomplish this with: -	The first solution to manage student activities. -	The first platform that supports communication of non-academic information with parents, alumni and the broader community.  -	The first platform to segment students from adults, enabling students to safely explore their interest and connect with other students.  Among edTech companies, Zaahah is uniquely focused outside the classroom.  We are excited to be the first to support student activities.  Self-esteem, grades and graduation rates rise when students are involved.   We provide schools numerous other benefits and are exploring opportunities to help schools fund student activities.   Zaahah is invitation only and is free to schools and education associations.  If you are interested in Learning more, please email info@zaahah.me.",http://www.linkedin.com/company/zaahah,,http://twitter.com/zaahah,http://www.facebook.com/zaahah
