Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
BabySparks,https://www.crunchbase.com/organization/babysparks-llc,http://babysparks.com/,"E-Learning, EdTech, Education, Software","Education, Software",BabySparks is a developer of tools and programs to help parents engage their babies and toddlers in the critical areas of early development.,"BabySparks is a developer of tools and programs to help parents engage their babies and toddlers in the critical areas of early development. The company's early development program learns each child unique profile, identifies specific needs, and provides meaningful activities to support them. It was established in 2013 and is headquartered in Plantation, Florida.",https://www.linkedin.com/company/babysparks/,,https://www.twitter.com/babysparksco,https://www.facebook.com/babysparksco,"1,920"
Upswing,https://www.crunchbase.com/organization/upswing,http://www.upswing.io,"EdTech, Higher Education, Software","Education, Software",Upswing provides colleges and universities with an integrated student services platform to increase student retention.,"Upswing provides colleges and universities with an integrated student services platform to increase student retention. Colleges are able to integrate their various student support operations in a virtual environment to allow students to easily find and meet with staff in support functions like advising, counseling, student success coaching, and tutoring. Additionally, Upswing's virtual assistant connects students via SMS to college reminders and information. By streamlining student services, college administrators are able to manage support staff in a single location, oversee communication with students, and access streamlined reporting and insights.",http://www.linkedin.com/company/upswi-ng,,http://twitter.com/upswing,http://www.facebook.com/upswing1,"1,948"
Newsela,https://www.crunchbase.com/organization/newsela,http://newsela.com,"E-Learning, EdTech, Education, Language Learning, News, Software","Content and Publishing, Education, Media and Entertainment, Software",Newsela is an Instructional Content Platform that supercharges reading engagement and learning in every subject.,"Newsela is an Instructional Content Platform that combines engaging, leveled content with integrated formative assessments and insights to supercharge engagement and learning in every subject. Students and teachers use Newsela to find digital content from hundreds of the best sources—from National Geographic to NASA, Biography.com to Encyclopedia Britannica, the Washington Post to the Wichita Eagle. Content is instructionalized to meet students where they are, with interactive tools and analytics to take them where they want to go. Newsela has become an essential solution for schools and districts, with a presence in over 90% of U.S. K-12 schools. Newsela is the content platform for the connected classroom.",https://www.linkedin.com/company/newsela?trk=company_logo,,https://twitter.com/Newsela,http://www.facebook.com/newsela,"1,981"
EVERFI,https://www.crunchbase.com/organization/everfi,http://www.everfi.com,"EdTech, Education, Internet, Software","Education, Internet Services, Software",EVERFI is the education technology company that provides learners of all ages education for the real world.,"EVERF is building and operating the nation's largest network for online education in off-curriculum, but highly valuable content areas such as financial literacy, student loan management, digital literacy, substance abuse prevention and other key life skills for the 21st century student. Our award-winning, proprietary software-as-a-service platform is designed to provide a highly engaging experience for students and features the latest technology and instructional design, including rich media, high-definition video, 3D simulations and social networking. We work with more than 7,000 schools, colleges and universities in all 50 states.",http://www.linkedin.com/company/1199059,,http://twitter.com/EverFi,http://www.facebook.com/everfi,"2,025"
Kaltura,https://www.crunchbase.com/organization/kaltura,http://corp.kaltura.com,"Broadcasting, Developer APIs, Developer Platform, Developer Tools, Education, Enterprise Software, SaaS, Video Conferencing, Video on Demand, Video Streaming","Content and Publishing, Education, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software, Video",Video Platform as a Service and Enterprise SaaS Video Applications,"Kaltura's mission is to power any video experience, for any organization. Kaltura provides live, real-time and on-demand video SaaS solutions to thousands of organizations around the world, engaging hundreds of millions of viewers at home, at work, and at school. Its off-the-shelf SaaS products are known for their unparalleled flexibility, modularity, extendibility, and ease of integration. They are all built on top of hundreds of open APIs for video ingestion, transcoding, metadata management, distribution, publishing, engagement, monetization, and analytics. Enterprises use Kaltura in a wide array of video solutions that are changing the way companies approach training, collaboration, communication, marketing, and sales. Educational Institutions transforming their classroom experience and education services with video solutions for teaching and learning, in the lecture hall and beyond. Media, Pay-TV Providers, and Telecom Companies provide a robust Cloud TV Platform to launch and operate a next-generation Cloud TV service. Telecommunication companies launch a robust Cloud TV Platform and operate a next-generation Cloud TV service. Developers and Technology Companies - leverage Kaltura's Video Platform-as-a-Service, enabling organizations to create any video solution and workflow, whether standalone or tightly integrated When Kaltura was founded in 2006, it believed video was going to be a more powerful and engaging data type than text. It then executed upon this vision to provide organizations with tools and methodologies to leverage video as a way to revolutionize the way they communicate, collaborate, work, learn, and entertain by making video a seamless and accessible part of every application and workflow.",http://www.linkedin.com/company/kaltura,,http://twitter.com/kaltura,http://www.facebook.com/Kaltura,"2,079"
SportsEdTV,https://www.crunchbase.com/organization/sportsedtv,https://sportsedtv.com/,"EdTech, Education, Social Media, Sports, Video","Education, Internet Services, Media and Entertainment, Software, Sports, Video",Sports Education - Digital Media,"SportsEdTV.com provides free, world-class, online video instruction in over thirty sports.  Our expert coaches teach technique, strategy, tactics, strength and conditioning, nutrition, mental toughness, and the unique lifestyle complexities of being an athlete to competitors and sport participants at all levels, from beginner through professional.  Everyone can improve by watching our videos.  Gain insight from our ""tips of the day""​ and video analysis of great champions, and enjoy our fun ""plays of the day""​ features and global news updates on your favorite sports, teams and events.  It’s great for coaches and parents looking for an edge, too.  Improve the level of your game today!",https://www.linkedin.com/company/sportsedtv/,,https://twitter.com/sportsedtv?lang=en,https://www.facebook.com/SportsEdTV/,"2,101"
Code.org,https://www.crunchbase.com/organization/code-org,http://code.org,"Chemical Engineering, EdTech, Education, Non Profit, STEM Education","Education, Other, Science and Engineering, Software",Code.org is a non-profit foundation focusing on developing computer programming education in the U.S.,"Code.org is a non-profit foundation dedicated to growing computer programming education. Its vision is that computer science and computer programming are included in the core curriculum in U.S. education, alongside other STEM (science technology engineering math) courses, such as biology, physics, chemistry and math.",http://www.linkedin.com/company/code-org,,http://twitter.com/codeorg,http://www.facebook.com/Code.org,"2,181"
Voxie,https://www.crunchbase.com/organization/voxie-inc,https://www.voxie.com/,"Advertising, Education, Marketing, Messaging, Small and Medium Businesses","Advertising, Education, Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing",Voxie is a text marketing platform.,Voxie is a text marketing platform.,https://www.linkedin.com/company/voxiechat/,,https://twitter.com/voxiechat,https://www.facebook.com/voxiechat/,"2,286"
NextStep,https://www.crunchbase.com/organization/nextstep-e7b2,http://nextstep.careers/,"Education, Human Resources, Staffing Agency, Training","Administrative Services, Education",NextStep is an information technology company that provides training and job placement for workers via mobile application platform.,"NextStep is an information technology company that provides training and job placement for workers via mobile application platform. It features a mobile and web-based platform that enables its users to manage staff accordingly on their accurate positions.  The company was founded in 2018 and headquartered in Seatle, Washington.",https://www.linkedin.com/company/nextstephealthcarecareers/,,https://twitter.com/nextsteptweets,https://www.facebook.com/nextstephealthcarecareers/,"2,315"
ClassDojo,https://www.crunchbase.com/organization/classdojo,http://www.classdojo.com,"Apps, E-Learning, EdTech, Education, Knowledge Management, Software","Administrative Services, Apps, Education, Other, Software","ClassDojo is a school communication platform that teachers, students, and families use to build close-knit communities.","ClassDojo is a school communication platform that teachers, students, and families use to build close-knit communities. It connects teachers with students and parents to build amazing classroom communities and instantly share photos, videos, and announcements on Class Story, or privately message with any parent. It aims to bring communities together and give kids a learning experience they love. ClassDojo was founded in 2011 and is based in San Francisco, California.",http://www.linkedin.com/company/2293241,,http://twitter.com/classdojo,http://www.facebook.com/classdojo,"2,422"
DIY,https://www.crunchbase.com/organization/diy-co,http://www.diy.org,"Education, Skill Assessment",Education,DIY is an online community for children where they get skills and meet others who share the same passions.,"DIY is the best way for kids to get skills, meet others who share the same passions and generally be awesome. Every member has their own portfolio where they share what they make and do, and earn embroidered skill patches for completing sets of challenges. The big idea is that anyone can become anything just by trying.",http://www.linkedin.com/company/2442946,,http://twitter.com/diy,http://www.facebook.com/DIY,"2,425"
Neverware,https://www.crunchbase.com/organization/neverware,https://neverware.com,"EdTech, Education, Google, Hardware, Information Technology, Operating Systems, Software","Education, Hardware, Information Technology, Platforms, Software",Neverware develops desktop operating systems designed to optimize security and manageability.,"Neverware develops desktop operating systems designed to optimize security and manageability. Neverware is a Google-funded company, is the developer of the CloudReady operating system, which enables schools and enterprise organizations to cost-effectively transform their existing computers into simple, secure, and fast machines that can be managed right alongside Chromebooks in the Google Admin console. It was founded in 2011 and headquartered in New York, United States.",http://www.linkedin.com/company/neverware,,http://twitter.com/neverware,http://www.facebook.com/Neverware,"2,566"
Epic,https://www.crunchbase.com/organization/epic,http://www.getepic.com,"Digital Media, EBooks, Education, Media and Entertainment, Publishing, Subscription Service","Content and Publishing, Education, Media and Entertainment, Other","Epic is an internet company that specializes in books, eBooks learning, and educational technology.","Epic is an internet company that specializes in books, eBooks learning, and educational technology. Epic is a leading digital media brand for kids that encourages kids to explore their interests and learn in a fun, safe, kid-friendly environment.  It was founded in 2013 and headquartered in Redwood City, California.",https://www.linkedin.com/company/epic4kids/,,http://twitter.com/Epic4Kids,http://www.facebook.com/epic4kids,"2,568"
