Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
LivePOS,https://www.crunchbase.com/organization/livepos,http://www.livepos.com,"E-Commerce, Point of Sale, Software","Commerce and Shopping, Software","Live POS is an affordable, Web-based retail point-of-sale (POS) software solution.","LivePOS was established in 2006 as the first EVER cloud point of sale solution. Over the years thousands of merchants from all walks of life joined the LivePOS platform, making it both diverse and feature rich. LivePOS is used daily by thousands of people across 25 countries, making it the biggest cloud POS provider in the world. As a true global provider, LivePOS provides FREE 24x7x365 support to all customers, regardless of business size. To support this vast network, LivePOS operates out of four offices around the world. The Corporate office resides in sunny La Jolla, California while the other offices are located in China, Israel, and the Philippines. The company is privately owned and employs over 100 people across its world offices. If you have any questions, please email or call us using the information listed below.",,,http://twitter.com/Live_POS,,"229,443"
GivePay Commerce,https://www.crunchbase.com/organization/givepay-commerce,https://GivePay.us,"Digital Media, Financial Services, FinTech, Gift Card, Mobile Payments, Payments, Point of Sale, Retail Technology, Transaction Processing, Wireless","Commerce and Shopping, Financial Services, Hardware, Media and Entertainment, Mobile, Payments, Software",GivePay is a digital Gift Card Mall launching via thousands of ATMs and POS/Kiosk devices nationwide. | FlatRatePay offers Merchant Services,"Based in Fort Worth, Texas, GivePay Commerce is a FinTech that offers innovative ATM and POS payments solutions, Connecting People, Places, and Community to Commerce.   The company’s GivePay Gift Card Mall offers consumers a wide selection of digital gift cards and prepaid wireless that can be sent instantly via text with a digital greeting.  Most cards can be saved to the recipient’s smartphone via Apple Wallet or Google Pay Wallet.  No Need For Plastic!   GivePay has partnered with leading ATM manufacturers and ATM Operators to offer a free software update for thousands of retail ATMs and Kiosk nationwide.   The company’s merchant processing division, FlatRatePay.com offers merchants, resellers and consumers new ways to pay, leveraging Price, Tech, and Relationships.",https://linkedin.com/company/GivePayCommerce,,,https://www.facebook.com/GivePayCommerce/,"230,735"
COMBASE USA,https://www.crunchbase.com/organization/combase-usa,https://www.combase-usa.com,"Point of Sale, Retail Technology, Software","Commerce and Shopping, Hardware, Software",Combase offers high quality and innovative POS software specifically designed to enhance performance.,"COMBASE USA is a subsidiary of the thriving COMBASE AG in Germany. They produce innovative and attractive POS software and inventory management systems that make businesses excel. At COMBASE they have a tradition of forward-thinking and their innovative software solutions have repeatedly revealed new paths to improve the competitiveness of their customers, optimize their profitability and increase the motivation of their workforce. They are excited to deliver the KORONA family of software, which has thrilled thousands of users, across all industries, all over Europe, to the US market.",https://www.linkedin.com/company/combase-usa-inc-,,https://www.twitter.com/combaseusa,https://www.facebook.com/pg/CombaseUSA,"235,799"
Merchant One,https://www.crunchbase.com/organization/merchant-one,http://www.merchantone.com,"Credit Cards, E-Commerce, Finance, FinTech, Point of Sale, Software, Transaction Processing","Commerce and Shopping, Financial Services, Lending and Investments, Payments, Software",Merchant One is a payment processing company providing full-service credit card processing using the best technology on the market.,"Merchant One provides award winning commitment to superior customer service that begins the moment you contact us. One of our experienced sales representatives will begin by first examining your business needs to provide you with the right service. There are no hidden fees and no escalating rates. After you have signed on, your personalized account representative will be there every step of the way to answer any questions you might have 24 hours a day, seven days a week. Merchant One uses state-of-the-art technology and we make compliance one of our top priorities.  We are dedicated to providing you with the most advanced technology on the market, technology that you can not get anywhere else. We have teamed up with some of the industry’s leading developers to create Merchant One for iPhone, an app that lets you process credit cards directly from your iPhone. We aren't brokers so you will be dealing directly with the source. At Merchant One your business fuels our business, regardless of the size of your company. We are proud to say that we have helped over 90,000 businesses large and small process credit cards nationwide. Our clients stretch the gamut from Fortune 500 companies to start ups on their way to success. Regardless of the size of their operation, each of our clients receives the same high end customer service from all of our highly trained, personalized account representatives. Our ability to provide solutions to businesses of any size is just one of the many reasons why Merchant One has become one of the fastest growing companies in the country.  We guarantee a fast turn around, 98% approval rate, and state-of-the-art systems. Call us for next day funding and get started right away.",https://www.linkedin.com/company/merchant-one/,,http://twitter.com/merchantoneinc,http://www.facebook.com/MerchantOneProcessing,"235,963"
GTS Services,https://www.crunchbase.com/organization/gts-services,http://www.gtsservices.com,"Collaboration, Information Technology, Insurance, Point of Sale, Software","Commerce and Shopping, Financial Services, Information Technology, Other, Software",GTS Services is a computer software company that offers point of sale software and business reporting software.,"GTS Services, LLC develops business management software solutions for companies in the auto glass and flat glass industries.  GlasPacLX is the leading software for the glass industry. It’s a point of sale and shop management system for auto and/or flat glass businesses that makes every step in their job cycle, from quoting to invoicing, more efficient and easier to manage.",https://www.linkedin.com/company/gts-services,,https://www.twitter.com/gts_software,https://www.facebook.com/gtssoftware,"236,179"
Mortgagebot,https://www.crunchbase.com/organization/mortgagebot,http://www.mortgagebot.com,"Consumer, Financial Services, Point of Sale, Software","Commerce and Shopping, Financial Services, Other, Software",Mortgagebot is now D and H and they provide financial institutions with software to facilitate mortgage application process.,"Mortgagebot LLC is the industry-leading, Inc. 500 company that provides the unique, award-winning Mortgagebot PowerSiteÂ:registered: family of integrated point-of-sale (IPOS) solutions for taking mortgage applications from every mortgage channel: consumer-direct via the Internet, in the branch or call center; or through professional loan officers. Mortgagebot blends its extensive mortgage experience with leading-edge â€œsoftware-as-a-serviceâ€ (SaaS) technology to create scaleable and affordable Web sites for more than 900 mortgage lenders nationwide.",,,,,"237,443"
CHARGE Anywhere,https://www.crunchbase.com/organization/charge-anywhere,http://www.chargeanywheredirect.com,"Credit Cards, Information Technology, Mobile, Mobile Payments, Point of Sale","Commerce and Shopping, Financial Services, Information Technology, Lending and Investments, Mobile, Payments, Software","CHARGE Anywhere delivers mobile, wireless, e-commerce solutions and payment gateway services in the electronic payments industry.","CHARGE AnywhereÂ® is a leading provider of award-winning secure Point of Sale solutions and electronic payment services. Our PA-DSS certified CHARGE Anywhere Payment software solutions designed for use with QuickBooksÂ®, WindowsÂ®, Smartphones POS terminals and e-commerce environments ensure PCI compliance via our proprietary PCI DSS Level 1 payment gateway. CHARGE Anywhere offers business partners and customers the most secure and robust selection of industry specific and customized POS solutions, integration SDK as well as outstanding service and support.",http://www.linkedin.com/company/charge-anywhere,,http://twitter.com/chargeanywhere,https://www.facebook.com/chargeanywherellc,"238,912"
Point of Sale Net,https://www.crunchbase.com/organization/point-of-sale,http://www.pointofsale.net,"E-Commerce, Point of Sale, SaaS, Software","Commerce and Shopping, Software",Point of Sale offers POS systems for the iPad and web that provide cloud-based shop floor and inventory management solutions.,"Point of Sale Inc creates Point of Sale technology for mobile and cloud users! SMB's can run all POS operations on iPad or Android tablets from any location with the easy to use Pointofsale.net iPad mobile POS app. Focused on small/medium size business, this company brings the power and functionality of a traditional POS system to a hand held device, giving your business that professional feel without the professional cost. Pointofsale.net provides Mobile POS solutions for: * Reducing sales lines at your register * Outdoor sales, garage sales * Trade shows, expos * Sending invoices to customer emails wirelessly  * Service business management * Or just plain saving money on expensive cash register systems! What sets this app apart from others lies in Pointofsale.netâ€™s web- based back end store operations manager interface. Pointofsale.netâ€™s multi-functional back end includes: * Multi-store operations  * Inventory management * Customer Database * Detailed Reporting All POS transaction data entered into the iPad POS App will automatically be synchronized in real time with your ERPLY or other ERP account, leaving all of your books and reports completely accurate, 100% of the time.",,,http://twitter.com/pointofsalenet,,"240,150"
Spherexx,https://www.crunchbase.com/organization/spherexx-com,http://www.Spherexx.com,"Advertising, Document Management, Lead Generation, Marketing, Mobile Apps, Point of Sale, SEO, Software, Web Development","Advertising, Apps, Commerce and Shopping, Information Technology, Internet Services, Mobile, Sales and Marketing, Software",Ad Agency & Software Development,"Spherexx.com®, established 2000, serves thousands of clients nationally providing advertising, marketing, and software development that drives results, builds brand, generates revenue and streamlines operations. Services include website development, CRM, revenue management, search engine strategy, Pay Per Click Internet advertising, touchscreen kiosk, lead generation, custom programming, integrations and mobile applications.",http://www.linkedin.com/company/spherexx.com,,http://twitter.com/Spherexx,http://www.facebook.com/spherexx,"240,359"
Acclivity,https://www.crunchbase.com/organization/acclivity,http://www.acclivitysoftware.com,"Accounting, Billing, Network Security, Point of Sale, Small and Medium Businesses, Software","Commerce and Shopping, Financial Services, Information Technology, Other, Payments, Privacy and Security, Professional Services, Software",Small business software and services.,"Acclivity develops, sells, and supports award-winning small business accounting, management and point of sale software and services for Macintosh and Windows platforms in over 70 countries. Product line is comprised of AccountEdge, AccountEdge Mobile, Checkout Point of Sale for Mac, Enstore web stores and Rerun for Recurring Billing.",,,,,"241,374"
Alluring Logic,https://www.crunchbase.com/organization/alluring-logic,http://alluringlogic.com,"Developer Tools, iOS, Mobile, Point of Sale, Retail, SaaS, Software, Web Development","Commerce and Shopping, Mobile, Platforms, Software","Alluring Logic offers a customer engagement platform that uses an intuitive algorithm-driven, in-store cleinteling app.","With the majority of retail revenues still coming from the store channel, improving the in-store experience with better information, better selling tools, and a more robust relationship manager can have a dramatic effect on conversion rates and revenues. Alluring Logicâ€™s customer engagement platform combines an intuitive algorithm-driven, in-store cleinteling application. Combined with an online consumer web portal that leverages the large amounts of customer data collected from the in-store application, and inputted from clients, this drives customer attraction and retention to participating brands. Retailers will now become more effective in their analysis and use of loyalty program data, helping retailers to foster better relationships and provide a more bespoke service to their clients.",,,http://twitter.com/AlluringLogic,,"241,410"
RepZio,https://www.crunchbase.com/organization/repzio,http://www.RepZio.com,"Augmented Reality, E-Commerce Platforms, Mobile, Mobile Apps, Point of Sale, Sales Automation, Software","Apps, Commerce and Shopping, Hardware, Information Technology, Internet Services, Mobile, Sales and Marketing, Software","RepZio is a software company which provides point of sale solution for the wholesale, retail, and the hospitality industries.","Write and receive orders on the road, trade show or showroom with your iPad or iPhone. RepZio is the patented, iPad / iPhone POS solution for B2B sales.",http://www.linkedin.com/company/1305280,,http://twitter.com/RepZio,http://www.facebook.com/pages/RepZio/136112913076183,"245,545"
Technology Recovery Group,https://www.crunchbase.com/organization/technology-recovery-group,https://www.trgsolutions.com/,"Information Technology, Payments, Point of Sale","Commerce and Shopping, Financial Services, Information Technology, Payments",TRG is a hardware solutions and service provider in the mobile computing.,"TRG is the mobile managed solutions and service provider in the data collection, mobility and barcode printing industry. TRG has provided customers with the greatest return on their original hardware investment. TRG has proven track record and ability to adapt to clients’ needs has propelled TRG to the forefront of the industry.",https://www.linkedin.com/company/trg/,,https://twitter.com/TRG_Solutions,https://www.facebook.com/TRGsolutions,"246,459"
MicroBiz Cloud POS,https://www.crunchbase.com/organization/microbiz,http://www.microbiz.com,"E-Commerce, Mobile Payments, Point of Sale, Retail Technology, SaaS, Software","Commerce and Shopping, Financial Services, Hardware, Mobile, Payments, Software",Cloud POS and retail automation software for smart independent retailers,"MicroBiz develops and sells cloud-based retail point of sale software.  In March 2012, the business spun out of CAM Commerce Solutions LLC, an established vendor of retail management software.  MicroBiz is owned and led by Kevin T. Kogler, the former President of CAM Commerce.  The business is based in Menlo Park CA.   MicroBiz currently markets MicroBiz Cloud, a multi-store, multi-channel POS system for small and mid-sized retailers, and MicroBiz for Windows, a Windows-based point of sale software solution.  MicroBiz software has been purchased by over 25,000 small and mid-sized retailers worldwide.   In 2013, MicroBiz introduced MicroBiz Cloud, a web-based integrated point of sale/eCommerce software as a service (SaaS) targeted at multi-channel merchants.  MicroBiz Cloud combines easy to use yet feature rich web-based point of sale software with the popular QuickBooks Online and Magento Community eCommerce platforms.  This integrated solution enables independent multi-channel retailers to operate their retail stores and eCommerce sites with a single cloud-based management system – including unified product records, customer records, inventory management and reporting.  MicroBiz runs on iPads, PC's and, Mac's - so, retailers can have mobile iPad POS and an integrated inventory management system. The product is offered on a subscription basis, with no license fee upfront and a monthly subscription fee.",https://www.linkedin.com/company/microbiz-cloud-point-of-sale,,http://twitter.com/microbizpos,http://www.facebook.com/MicroBiz,"251,920"
Scribble Software,https://www.crunchbase.com/organization/scribble-software,https://www.scribblesoftware.com,"Point of Sale, Restaurants, Retail, Software","Commerce and Shopping, Food and Beverage, Software","Scribble Software is a management software solutions for marina, fuel, retail, restaurant, rental and point-of-sale.","Scribble Software is the leading provider of marina management software solutions by offering the most comprehensive marina and property management, marine service, retail point-of-sale, fuel management, boat rental management, and more. Join the thousands of other users and witness the benefits of their innovative management solutions.",,,https://twitter.com/scribblesoft,,"254,692"
Micrologic Associates,https://www.crunchbase.com/organization/micrologic-associates,http://micrologic.net/,"Information Services, Information Technology, Point of Sale, Sales, Software","Commerce and Shopping, Information Technology, Sales and Marketing, Software","Micrologic Associates is a leader in the sales, installation, service, and support of Point of Sale systems,","Micrologic have a keen understanding of the unique challenges faced by companies in the Lube and Car Washing industries. That’s why they develop and offer complete Revenue Management Solutions designed make your business more efficient and effective by employing faster or simpler working methods. Their software offers features such as customer tracking, loyalty promotion, time clock, coupon control, prepaid books and wireless handhelds. This means that you get to know your customers much more thoroughly, and can better provide the exemplary level of service to which you aspire. Instead of grasping at straws, futilely trying to guess what potential consumers might respond to, you can use the power of analytics to make smart, informed, decisions.",https://www.linkedin.com/company/micrologic-associates/,,,,"255,110"
PayApp,https://www.crunchbase.com/organization/payapp,http://www.payapp.io,"E-Commerce, Internet, Mobile, Mobile Payments, Point of Sale","Commerce and Shopping, Financial Services, Internet Services, Mobile, Payments, Software",Mobile Payment and Commerce Platform,"PayApp, Stripe for Mobile.  PayApp has developed a series of mobile software frameworks for financial transactions on mobile including but not limited to mobile payment, offers, wallet, mobile point-of-sale, in-app purchases, and few others in the pipeline.  PayApp framework can extend any existing application to support cloud based wallet or point-of-sale terminal on mobile devices.",,,http://twitter.com/payapp_io,,"256,618"
ExaDigm,https://www.crunchbase.com/organization/exadigm,http://www.exadigm.com,"Manufacturing, Point of Sale, Wireless","Commerce and Shopping, Hardware, Manufacturing, Mobile","ExaDigm develops and manufactures IP wireless, wired, and modular point-of-sale (POS) terminal solutions. ","ExaDigm, Inc. develops and manufactures IP wireless, wired, and modular point-of-sale (POS) terminal solutions. The company offers mobile and countertop payment terminals; cellular wireless plans; peripherals, including contactless payment solutions; and accessories, which comprise car adapters, holsters, Li-Ion batteries, and multi chargers. It also provides wireless pointer held POS terminals, communications modules, SmartCard terminals, and mobile tracking devices. In addition, the company offers SDK, a software development kit, which allows developers to create, test, debug, and load software applications; and TMS, a terminal management system that provides remote terminal management tool for ISOs, processors, and acquirers. Further, it provides technical support and return merchandise authorization services. It serves electronic payments, retail, foodservice, transportation, events and venues, and delivery industries.  ExaDigm, Inc. was founded in 2000 and is based in Santa Ana, California.",http://www.linkedin.com/company/100715,,https://www.twitter.com/exadigm,http://www.facebook.com/pages/ExaDigm-Inc/233166203458132,"261,401"
Allure,https://www.crunchbase.com/organization/allure-fusion-media-allure-global-media,https://allure-christie.com/,"Computer, Enterprise, Marketing, Point of Sale, Software","Commerce and Shopping, Consumer Electronics, Hardware, Other, Sales and Marketing, Software","Allure is an enterprise software development company providing software solutions, a suite of complementary services.","Allure – A Christie Company, is an enterprise software development company providing software solutions, a suite of complementary services and ongoing support for its array of digital media and POS solutions. The company, located in Atlanta, provides a wide range of products for the theatre, restaurant, convenience store, theme park, and retail spaces. The company’s mission is to create, develop, deploy, and maintain enterprise software solutions including those designed specifically to integrate, manage, and power ambient client-owned networks. These networks manage data and marketing content that has been designed and proven to influence consumer purchase behavior.",https://www.linkedin.com/company/allure-global-solutions,,https://twitter.com/allure_christie,https://www.facebook.com/pg/AllureChristie,"263,936"
QuikServe Solutions,https://www.crunchbase.com/organization/quikserve-solutions,https://www.quikserve.com/,"Information Technology, Point of Sale, Software","Commerce and Shopping, Information Technology, Software","QuikServe Solutions focuses only on the QSR industry with POS hardware and software, payroll and accounting solutions that save money.","QuikServe Solutions focuses only on the QSR industry with POS hardware and software, payroll and accounting solutions that save you money. ﻿QuikServe Security will help you simplify the complexities of PCI Compliance and protect your investments. Their system security packages include the essential services for ensuring compliance and safeguarding your computers and data from common external threats. QuikServe Security helps merchants meet PCI DSS (Payment Card Industry Data Security Standards) requirements via advice, setup, and monitoring of your personal security package. ",https://www.linkedin.com/company/quikserve-solutions/,,https://twitter.com/quikservepos,https://www.facebook.com/QuikServeSolutions/,"264,403"
FloristWare,https://www.crunchbase.com/organization/floristware,https://www.floristware.com/,"CRM, Point of Sale, Retail, Retail Technology, Software","Commerce and Shopping, Hardware, Information Technology, Sales and Marketing, Software",FloristWare is flower shop software that increases sales while saving florists time and money.,"FloristWare is flower shop software that increases sales while saving florists time and money. Founded in 2002, FloristWare provides florists with on-demand POS/CRM solutions. Its software helps florists takes back control of their business, avoid wire service entanglements and expenses, and increase sales and profits while saving them time and money. FloristWare is based in Wilmington, Delaware.",https://www.linkedin.com/company/floristware/,,https://twitter.com/floristware,https://www.facebook.com/floristware,"273,325"
Bepoz,https://www.crunchbase.com/organization/bepoz,https://bepoz.com,"Information Technology, Point of Sale, Software","Commerce and Shopping, Information Technology, Software",BEPOZ is a powerful and cost-effective Point of Sale (POS) Software.,"BEPOZ is a powerful and cost-effective Point of Sale (POS) Software for any Restaurant, Retail Shop, or combo of the two. Manage One or Multiple Venues. Month-To-Month pricing.",https://www.linkedin.com/company/bepoz,,https://twitter.com/BepozUSA,https://www.facebook.com/bepozusa,"273,476"
Zane Prep,https://www.crunchbase.com/organization/zane-prep,http://www.zaniaclearning.com,"EdTech, Education, Point of Sale, Retail, STEM Education","Commerce and Shopping, Education, Science and Engineering, Software",K-8 After-School Programs & Camps Focused on STEM Enrichment,"Zane Prep, which operates and franchises Zaniac retail learning centers throughout the US, was formed to engage K-8 students around the world in supplemental science, technology, engineering and math (STEM) education, giving them the skills and motivation they need to create a better future. Zane Prep's Zaniac retail learning centers provide real education in a fun environment that kids enjoy, nurturing their love of math and technology. The company's Zane Math platform helps instructors guide students through a customized, rigorous 12-level elementary math curriculum that enriches their understanding of fundamental math concepts used in STEM fields. For more information about Zaniac franchising, visit www.zaniaclearning.com/ownazaniac",https://www.linkedin.com/company/zaniac,,http://twitter.com/zaniaclearning,https://www.facebook.com/zaniaclearning,"275,311"
Nextep Systems,https://www.crunchbase.com/organization/nextep-systems,http://nextepsystems.com/,"Point of Sale, Software","Commerce and Shopping, Software",Nextep Systems has become the expert in self order while continuing to expand their catalog of solutions.,"NEXTEP SYSTEMS, a provider of self-ordering point of sale solutions, digital signage and restaurant management software for managed food service, quick service and fast casual restaurants. ",https://www.linkedin.com/company/207120?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_207120%2Cidx%3A0,,https://www.twitter.com/nextepsystems,https://www.facebook.com/nextepsystems/,"275,515"
Drank,https://www.crunchbase.com/organization/drank,https://dranktab.com/,"E-Commerce Platforms, Mobile Payments, Payments, Point of Sale","Commerce and Shopping, Financial Services, Internet Services, Mobile, Payments, Software","Saas, Mobile App, Payment",Drank allows mobile orders at your favorite breweries & bars. Never wait in a long line again! Home deliveries available too.,https://www.linkedin.com/company/drank/,,https://twitter.com/dranktab,,"276,510"
Advantage 360,https://www.crunchbase.com/organization/advantage-360,https://www.advantage360.com/,"Billing, CRM, Point of Sale, Software, Telecommunications","Commerce and Shopping, Hardware, Information Technology, Payments, Sales and Marketing, Software","Evolved in  POS, CRM and operational support software .","Since 1984, They have developed and have continually evolved forward-thinking carrier-grade billing, POS, CRM and operational support software that is designed to reach well beyond their customers and to provide an exceptional experience at every level.This begins with a corporate-wide hands-on philosophy that immerses our development, quality assurance and support staff into the daily details of each customer’s operations.",https://www.linkedin.com/company/advantage-360/,,https://twitter.com/advantage360,https://www.facebook.com/Advantage-360-Software-285307128234374/,"278,461"
Digital Social Retail,https://www.crunchbase.com/organization/digital-social-retail,http://www.digitalsocialretail.com/,"Point of Sale, Software","Commerce and Shopping, Software",Social Retail® is the revolutionary Cross-Channel Customer Acquisition & Marketing Platform For Chain Retailers.,"Based on a unique know-how in new technologies, market experience and a lot of passion, Digital Social Retail adapted to the current market demand, meeting the critical needs of innovations in communication and creation of point of sales traffic, in view of technological advances in the recent years. The R & D pole is based in France and Israel. Their products have been extensively studied and tested by experts to ensure their clients the utmost satisfaction. Their R & D pole continuously conceives additional features with the simple and more effective goal in mind: Increase sales of their clients.",https://www.linkedin.com/company/digital-social-retail,,https://www.twitter.com/dsrsocialretail,https://www.facebook.com/digitalsocialretail,"289,900"
GoodLabs,https://www.crunchbase.com/organization/goodlabs,http://www.GoodLabs.io,"Association, Charity, E-Commerce, Impact Investing, Non Profit, Point of Sale","Commerce and Shopping, Financial Services, Lending and Investments, Other",Point of Sale & eCommerce Donations,"GoodLabs, a platform that connects everyday shoppers with the causes they love. Their first product, Charity Checkout, enables retailers of all sizes to offer their customers a round-up or add $1 donation, just like what you’ve seen at big box stores. The opportunity for checkout donations is massive, although to-date it has been limited to the largest retailers and non-profits. In 2012, $358MM+ was donated through checkout campaigns at only 61 large chains including Safeway, eBay, McDonalds and Walgreens.",http://www.linkedin.com/company/virtgood,,http://twitter.com/GoodLabsIO,,"290,708"
LeafOps,https://www.crunchbase.com/organization/leafops,https://leafops.com,"Cannabis, E-Commerce, Information Technology, Point of Sale, Retail, Retail Technology, SaaS, Software","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Hardware, Health Care, Information Technology, Software",Modern point of sale and inventory management software for the cannabis industry,"LeafOps is a web-based, seed to sale, point of sale, and dispensary management software solution for modern cannabis dispensaries. We remove the hassles of state traceability systems and state regulations so that dispensaries can focus on running a retail business at its core. LeafOps deeply integrates with state traceability systems like Leaf Data Systems, and Metrc so that inventory and sales can be automatically reported in the background as sales are made.  In addition to a suite of retail features such as loyalty programs, flexible and rule-base discounts and a user-friendly cash register interface, LeafOps keeps dispensaries in compliance by providing tools such as ID checks, purchase limiting, and other state-specific compliance features that are essential in the cannabis industry. At it's core, LeafOps was built on a foundation of reliability, where every customer gets their own database (backed up and encrypted daily), load balanced and auto-scaled server instances, and a proven infrastructure that scales to meet the demands of the most successful 4/20 sales day.",https://www.linkedin.com/company/leafops,,https://twitter.com/leafopsapp,https://facebook.com/leafops,"291,343"
SoftTouch POS,https://www.crunchbase.com/organization/softtouch-pos,http://softtouchpos.com,"Computer, Point of Sale, Retail Technology, Software","Commerce and Shopping, Consumer Electronics, Hardware, Software","SoftTouch, LLC is the development of a sophisticated yet user-friendly restaurant management system.","SoftTouch POS is a next-generation provider of technology and services to thousands of restaurants, bars, nightclubs and foodservice establishments throughout the United States and territories. Their design approach is simple: Do it right! Discover a wealth of feature-rich components in SoftTouch that have been expertly crafted to empower your business. Their hybrid technology combines on-premise stability with powerful cloud-based services for limitless functionality. They are the industry's choice for secure, scalable, and comprehensive point of sale services.",https://www.linkedin.com/company-beta/942941,,https://twitter.com/softtouchpos,https://www.facebook.com/SoftTouchPOS,"291,966"
Netonomy,https://www.crunchbase.com/organization/netonomy,http://netonomy.net,"Analytics, E-Commerce, Point of Sale, Professional Services, Software","Commerce and Shopping, Data and Analytics, Other, Software",Customer self-service (CSS) solutions for the communications industry,"Netonomy, Inc. develops online account management, e-commerce, and electronic bill analysis solutions for the communications industry. The company’s customer self-service solution, MyNetonomy, allows consumers, business customers, and POS employees to activate and manage subscriptions, buy new products and services, review, investigate and pay bills, resolve problems, and analyze every aspect of the service relationship using virtually any communications device and also enables point of sales staff, customer service representatives, account managers, and channel marketers to support customers through assisted self-service.",https://www.linkedin.com/company/netonomy,,https://www.twitter.com/netonomynet,https://www.facebook.com/netonomynet,"293,370"
Regulr,https://www.crunchbase.com/organization/regulr,https://www.regulr.io,"Analytics, Data Integration, Local Business, Mobile Apps, Point of Sale, Retail Technology, SaaS","Apps, Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Mobile, Sales and Marketing, Software",'Bring Your Own Data' for personalized in-store experiences of your choice.,"Regulr is a platform delivering hyper-personalized in-store experiences by leveraging customer data at the door in real-time. We're creating a 'Bring Your Own Data' model for consumers, so they can give retailers access to their preferences and digital data, on-demand, at locations of their choice.  Our business service provides brick-and-mortar retail with actionable information in real-time on any Point-Of-Sale system or internet-connected device the moment a Regulr customer enters a store's doors. We deliver this real-time customer insight in the form of an automated push notification, displaying relevant information about an individual customer so any staff member or sales team can warmly greet them by name, with a smile, and tailor the experience to the customer's liking. We are striving to go a step further in privacy by enabling consumers to manage access to their data and opt-in to these types of experiences; creating a dynamic not possible before at a time where consumers are losing trust in the platforms and technologies they use daily. At the same time though, consumers are demanding more personalized experiences than ever before and are placing an even higher value on experiences in the real world which is why Regulr is well suited to deliver true omnichannel experiences for those that want it. Regulr plans to be the authentic and transparent channel for businesses and consumers to engage with each other on-demand.",https://www.linkedin.com/company/regulr/,,https://twitter.com/Regulr_App,https://www.facebook.com/pg/regulrapprva,"294,284"
PrinterDAO,https://www.crunchbase.com/organization/printerdao,http://www.printerdao.com,"Art, Blockchain, Collectibles, Cryptocurrency, Ethereum, Point of Sale, Printing, Retail Technology","Commerce and Shopping, Content and Publishing, Financial Services, Hardware, Media and Entertainment, Other, Payments, Software",Printer DAO is a decentralized platform that bridges Ethereum Decentralized Finance (DeFi) ecosystem with access to large scale printing,"Printer DAO is a decentralized platform that bridges Ethereum Decentralized Finance (DeFi) ecosystem with access to large scale printing. Allowing artist, game developers, and collectors to create an add-on value for there non-fungible token (NFT) assets with high quality prints made in the USA. We are platform that is not only focused on selling high quality printing but enabling artists to create printed art which is an collectible asset that will have it own unique value where all the data on the prints is kept on a ledger on the blockchain to guarantee authenticity.",https://www.linkedin.com/company/printerdao,,https://twitter.com/printerdao,https://facebook.com/printerdao,"297,484"
Pitaya,https://www.crunchbase.com/organization/pitaya,http://www.meetpitaya.com/,"Hospitality, Point of Sale","Commerce and Shopping, Travel and Tourism",Hospitality operating system for a new breed of hotels.,Hospitality operating system for a new breed of hotels.,https://www.linkedin.com/company/pitayatech/,,https://twitter.com/meetpitaya,https://www.facebook.com/meetpitaya/,"297,871"
EVO Snap*,https://www.crunchbase.com/organization/evo-snap,http://www.evosnap.com,"E-Commerce, Mobile, Payments, Point of Sale, Retail, Software","Commerce and Shopping, Financial Services, Mobile, Payments, Software",Making Payments a Snap for Developers,"Snap* helps developers simplify payment acceptance & business operations for merchants and their customers. EVO Snap* empowers developers to create customized, multi-channel commerce applications & services to support their customers across traditional POS, mobile and eCommerce touch points. Snap* streamlines the inclusion of multiple payment and value-added services via one integration, and delivers bundles of services to developers through one family of APIs.",http://www.linkedin.com/company/evo-snap,,http://twitter.com/canyousnap,http://www.facebook.com/evosnap,"307,212"
The Phoenix Group,https://www.crunchbase.com/organization/the-phoenix-group-e186,https://tpgpos.com/,"Financial Services, Insurance, Payments, Point of Sale","Commerce and Shopping, Financial Services, Payments",The Phoenix Group operates as a specialty distributor of point-of-sale (POS) technology.,"The Phoenix Group operates as a specialty distributor of point-of-sale (POS) technology for the U.S. and Canadian electronic payments market, including, independent sales organizations (ISOs) focused on payment processing, banks and processors/acquirers.",https://www.linkedin.com/company/the-phoenix-group---pos/,,,,"321,706"
AtemisCloud,https://www.crunchbase.com/organization/atemiscloud,http://www.atemiscloud.com,"Business Intelligence, Document Management, Finance, Human Resources, Marketing Automation, Point of Sale, Project Management, SaaS, Sales Automation, Software","Administrative Services, Commerce and Shopping, Data and Analytics, Financial Services, Information Technology, Other, Sales and Marketing, Software",Business Management SaaS. 6 Branches: CRM | Marketing | Admin | Projects | Finance | HR,"AtemisCloud is an IT company that provides web and cloud business management applications that cover all business activities and processes. The company provides CRM modules such as orders and invoices; quotation and contracts; calendar, benchmark, leads management; and analysis and records. Additionally, the company offers services such as CRM, marketing, administration, projects, finances, and RH.  AtemisCloud was founded by Benoit BARRIER in 1988 and is headquartered in Wilmington, Delaware.",https://www.linkedin.com/company/atemis-business-cloud,,https://twitter.com/atemiscloud,https://www.facebook.com/AtemisCloud,"323,259"
